page,link,status,type
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/ativo.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/passivo.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/lgpd.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/pesquisa-portal-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque-aniversario.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque-digital.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/fgts-na-moradia-propria.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/migracao-pispasep.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/distribuicao-de-resultados.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/app-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/outros-servicos.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/downloads.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/perguntas-frequentes.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/consulta-edital-convocacao.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/recolhimento-do-FGTS.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/suspensao-do-recolhimento-do-FGTS-MP-1046-21.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/rescisao-contratual.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/conectividade-social.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/certificado-de-regularidade-do-fgts-crf.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/downloads.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/perguntas-frequentes.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/investimentos/habitacao.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/investimentos/infraestrutura.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/investimentos/saneamento.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/investimentos/fgts-saude.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/investimentos/fundo-investimento.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/investimentos/operacoes-mercado.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/investimentos/perguntas-frequentes.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/legislacao-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/planejamento-estrategico.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/passivo-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/ativo-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/obras-paralisadas.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/administracao-do-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/investimentos/programas.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/ativo-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/avaliacao-programas/2021.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/ativo-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/demonstracoes-financeiras.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/relatorio-gestao.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/conselho-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/auditoria.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/acordaos-tcu.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/transparencia-prestacao.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/fale-conosco.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque-aniversario.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/pagamento-parte-prestacoes.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/calamidade-publica.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/conectividade-social.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/noticias.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/migracao-pispasep.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/migracao-pispasep.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque-calamidade.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque-calamidade.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/avaliacao-programas/2021.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/avaliacao-programas/2021.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/app-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/app-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/beneficiarios-desconto-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque-aniversario.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/pagamento-parte-prestacoes.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/calamidade-publica.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/conectividade-social.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/numeros-fgts/noticias.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/default.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/visao-geral.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/app-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque-aniversario.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sou-empregador/recolhimento-do-FGTS.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/pesquisa-portal-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/tv-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/default.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/fale-conosco.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,https://fgts.gov.br/Pages/sobre-fgts/pesquisa-portal-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/default.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/default.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/visao-geral.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/historico.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/governanca.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/regras.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/institucional.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/ativo.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/passivo.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/lgpd.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/pesquisa-portal-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque-aniversario.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/saque-digital.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/fgts-na-moradia-propria.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/migracao-pispasep.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/distribuicao-de-resultados.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/app-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/outros-servicos.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/downloads.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/perguntas-frequentes.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-trabalhador/consulta-edital-convocacao.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/recolhimento-do-FGTS.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/suspensao-do-recolhimento-do-FGTS-MP-1046-21.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/rescisao-contratual.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/conectividade-social.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/certificado-de-regularidade-do-fgts-crf.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/fgts-digital.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/downloads.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/perguntas-frequentes.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/investimentos/habitacao.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/investimentos/infraestrutura.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/investimentos/saneamento.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/investimentos/fgts-saude.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/investimentos/fundo-investimento.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/investimentos/operacoes-mercado.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/investimentos/perguntas-frequentes.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/legislacao-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/numeros-fgts/planejamento-estrategico.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/numeros-fgts/passivo-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/numeros-fgts/ativo-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,anchor
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/numeros-fgts/obras-paralisadas.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sobre-fgts/administracao-do-fgts.aspx,200,internal
https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,https://fgts.gov.br/Pages/sou-empregador/outros-serviços.aspx,200,anchor
